,epower,fdr,n,partition_method,power
67,0.3966312344487633,0.047835556076267854,3500,236 groups,0.3628143693372656
68,0.5998155610783866,0.049271427640481806,3500,377 groups,0.5562949835691717
69,0.7655190892340025,0.050675778855904706,3500,518 groups,0.7174988170843852
70,0.9071299174871861,0.047790134948804956,3500,659 groups,0.8603771270397499
71,1.0008007812499997,0.03975272914174762,3500,800 groups,0.9606640625
72,0.14309096370526508,0.009961761336746202,3800,95 groups,0.14018336105898593
73,0.3964646580134304,0.04659047527757407,3800,236 groups,0.36316225457757056
74,0.5992244616962284,0.047875780365032566,3800,377 groups,0.5566068828971665
75,0.7592803003622925,0.04430742485021512,3800,518 groups,0.7176200343718573
76,0.9088748801499796,0.04876587493439535,3800,659 groups,0.8608566235928478
77,1.0039648437499997,0.03886732642017173,3800,800 groups,0.9647070312499999
78,0.14255748763375922,0.008393560567787726,4100,95 groups,0.14017417607398377
79,0.39533403278567586,0.04588799736817709,4100,236 groups,0.3631251763820842
80,0.60053138786519,0.04932174844658363,4100,377 groups,0.5569541829215817
81,0.7638892854399534,0.04821434982169456,4100,518 groups,0.71814783026069
82,0.9088922237296803,0.048254839062905425,4100,659 groups,0.861285856491005
83,1.0073046874999996,0.0405574301364561,4100,800 groups,0.9661914062499999
84,0.14280022571332274,0.009564058723255052,4400,95 groups,0.14014164017022557
85,0.3992752521676013,0.051417496181735634,4400,236 groups,0.3633921881252914
86,0.5989797674647911,0.04682011411780624,4400,377 groups,0.5571048182944022
87,0.7633587735538737,0.04771305737682687,4400,518 groups,0.718360025337189
88,0.9075177955951519,0.04653688105579199,4400,659 groups,0.8616904824488824
89,1.0093359375,0.03956925020520479,4400,800 groups,0.9691406249999996
90,0.14281166159452882,0.009313225924327534,4700,95 groups,0.1401689735253541
91,0.3946104952165401,0.04365358997786195,4700,236 groups,0.3632867530265992
92,0.6021684817168335,0.05043100241768462,4700,377 groups,0.5571762448688695
93,0.7628278440535411,0.046880393469462094,4700,518 groups,0.7185166967607335
94,0.9074457251690378,0.04611599577645326,4700,659 groups,0.8618080470634175
95,1.008515625,0.03754173295215182,4700,800 groups,0.9704296875000001
96,0.14291346902736576,0.00954845356208705,5000,95 groups,0.14015967006907837
97,0.39371429303683336,0.042136491592923334,5000,236 groups,0.3634306359236505
98,0.5978836534868404,0.04539639048430259,5000,377 groups,0.5572262204382724
99,0.7619102255978623,0.045290590094949346,5000,518 groups,0.7186629627868283
100,0.9082682862489508,0.04686595361556544,5000,659 groups,0.8620950242203659
101,1.0143164062499996,0.04242501063443388,5000,800 groups,0.9709765625000004
102,0.14299135734189264,0.009721401827928201,5300,95 groups,0.14017680274451697
103,0.39690122160949864,0.04755220783293244,5300,236 groups,0.3633274588029181
104,0.597002803966736,0.04431359611823187,5300,377 groups,0.5573073233234905
105,0.7633076090759255,0.04691042877928538,5300,518 groups,0.7186553058709712
106,0.9082192901026273,0.046700230575270174,5300,659 groups,0.8622772461145382
107,1.0179101562499993,0.04138698339051221,5300,800 groups,0.9754882812499995
108,0.142727661505219,0.009058470544977727,5600,95 groups,0.1401698038643378
109,0.3959029652674756,0.04602596187976589,5600,236 groups,0.36332109799523293
110,0.5985607528420346,0.046329056558196406,5600,377 groups,0.5572602421225779
111,0.7644036821926234,0.04754952039680043,5600,518 groups,0.7189419043021497
112,0.9105763367022284,0.04873884386580724,5600,659 groups,0.8624317807517383
113,1.0169921874999999,0.040695048828746444,5600,800 groups,0.9753515625000002
114,0.1431665144145885,0.01062593311525725,5900,95 groups,0.14018365581469241
115,0.3940845762834069,0.043283129877439125,5900,236 groups,0.36347619492547006
116,0.6022605606847821,0.04967020474244111,5900,377 groups,0.5572729754831707
117,0.767080259132199,0.05008255559636677,5900,518 groups,0.7190294890844412
118,0.9118694964377381,0.0494016087980204,5900,659 groups,0.8626084368374421
119,1.0174414062499995,0.04050795923621958,5900,800 groups,0.9760156249999999
120,0.14286239606062107,0.009073492369497933,6200,95 groups,0.1401816668016173
121,0.39811197614378735,0.04880173819418558,6200,236 groups,0.3634307033584459
122,0.5963731615691157,0.0436098226605657,6200,377 groups,0.5574418498357959
123,0.7650556110589745,0.047889967791987086,6200,518 groups,0.7190841415115284
124,0.9092746783976849,0.04719361311516626,6200,659 groups,0.8624226963462673
125,1.0160742187500005,0.039081275975008156,6200,800 groups,0.9761523437499999
126,0.14309524731379966,0.010223823563716795,6500,95 groups,0.14018365581469241
127,0.3976151583184404,0.04733175678163673,6500,236 groups,0.36355356491788504
128,0.599534514588231,0.046813733492638294,6500,377 groups,0.5574781637674185
129,0.7604164297614411,0.04383212826496291,6500,518 groups,0.7190475160754525
130,0.9097191779722007,0.047464782745988934,6500,659 groups,0.8629904495291127
131,1.0198046875,0.04103031501446462,6500,800 groups,0.9776367187499997
